chr	Pos_hg19	Strand	Transcript	Gene	UsedSite	Expression_Average_(%)	Expression_Average_(read)	nbSamp	MES	SSF	bp_pos	bp_zsc	BPP_class	ss_dist	svm_scr	SVM_class	branchpoint_dist	branchpoint_prob	branchpoint_class	LB_pos	LB_score	LB_class	RNABPS_pos	RNABPS_score	RNABPS_class	Cum_class
chr11	94155276	-	NM_005591	MRE11	0				3.53	69	50	7.07	Yes	66	0.79	Yes	0	0	No	-35	0.51	No	46	85.14	Yes	BPP: Yes, SVM: Yes, Branch: No, LB: No, RNABPS: Yes
chr14	68851972	+	NM_133509	RAD51B	0				3.21	68.39	25	4.19	No	75	1.14	Yes	0	0	No	-25	0.45	No	62	26.99	No	BPP: No, SVM: Yes, Branch: No, LB: No, RNABPS: No
chr22	29129262	-	NM_001005735	CHEK2	0				7.94	77.28	24	5.82	Yes	56	0.25	No	0	0	No	-23	0.54	No	47	63.66	No	BPP: Yes, SVM: No, Branch: No, LB: No, RNABPS: No
chr14	68788947	+	NM_133509	RAD51B	0				4.5	75.03	32	7.81	Yes	52	0.64	No	0	0	No	-32	0.62	No	41	62.4	No	BPP: Yes, SVM: No, Branch: No, LB: No, RNABPS: No
chr17	56799744	+	NM_058216	RAD51C	0				6.32	86.48	24	4.25	No	18	0.12	No	0	0	No	-24	0.61	No	40	62.89	No	BPP: No, SVM: No, Branch: No, LB: No, RNABPS: No
chr22	29113462	-	NM_001005735	CHEK2	0				3.72	83.52	24	5.1	No	32	0.66	No	0	0	No	-23	0.88	Yes	44	93.49	Yes	BPP: No, SVM: No, Branch: No, LB: Yes, RNABPS: Yes
chr17	59853382	-	NM_032043	BRIP1	0				1.54	63.48	31	5.84	Yes	45	0.61	No	0	0	No	-38	0.39	No	42	55.29	No	BPP: Yes, SVM: No, Branch: No, LB: No, RNABPS: No
chr14	68373209	+	NM_133509	RAD51B	0				6.53	97.5	20	4.83	No	63	-1.45	No	0	0	No	-34	0.57	No	50	90.43	Yes	BPP: No, SVM: No, Branch: No, LB: No, RNABPS: Yes
chr14	68780686	+	NM_133509	RAD51B	0				1.25	0	15	5.74	Yes	46	-3.75	No	0	0	No	-23	0.77	Yes	51	65.16	No	BPP: Yes, SVM: No, Branch: No, LB: Yes, RNABPS: No
chr13	32909973	+	NM_000059	BRCA2	0				3.86	75.17	20	6.37	Yes	68	1.06	Yes	0	0	No	-28	0.9	Yes	38	78.71	Yes	BPP: Yes, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr17	33427295	-	NM_002878	RAD51D	0				7.89	84.3	24	4.49	No	0	0.26	No	0	0	No	-26	0.64	No	37	69.72	Yes	BPP: No, SVM: No, Branch: No, LB: No, RNABPS: Yes
chr14	68754660	+	NM_133509	RAD51B	0				4.1	77.43	41	8.43	Yes	10	0.1	No	0	0	No	-40	0.94	Yes	45	57.26	No	BPP: Yes, SVM: No, Branch: No, LB: Yes, RNABPS: No
chr14	68761301	+	NM_133509	RAD51B	0				4.77	77.35	18	6.86	Yes	60	0.1	No	0	0	No	-34	0.61	No	53	55.38	No	BPP: Yes, SVM: No, Branch: No, LB: No, RNABPS: No
chr7	105188686	+	NM_021930	RINT1	0				6.05	71.79	17	6.19	Yes	34	1.64	Yes	0	0	No	-41	0.41	No	24	89.02	Yes	BPP: Yes, SVM: Yes, Branch: No, LB: No, RNABPS: Yes
chr11	94151242	-	NM_005591	MRE11	0				3.94	75.15	45	6.68	Yes	74	0.65	No	0	0	No	-31	0.45	No	45	86.83	Yes	BPP: Yes, SVM: No, Branch: No, LB: No, RNABPS: Yes
chr14	68760298	+	NM_133509	RAD51B	0				8.15	79.1	26	5.66	Yes	68	0.05	No	0	0	No	-25	0.58	No	33	50.87	No	BPP: Yes, SVM: No, Branch: No, LB: No, RNABPS: No
chr14	68503489	+	NM_133509	RAD51B	0				1.37	65.85	24	5.48	No	46	0.35	No	0	0	No	-24	0.55	No	45	85.02	Yes	BPP: No, SVM: No, Branch: No, LB: No, RNABPS: Yes
chr9	21974315	-	NM_000077	CDKN2A	0				0.18	61.06	21	4.82	No	65	-5.96	No	0	0	No	-20	0.48	No	51	31.5	No	BPP: No, SVM: No, Branch: No, LB: No, RNABPS: No
chr13	32938232	+	NM_000059	BRCA2	0				5.15	72.59	31	5.74	Yes	64	0.75	No	0	0	No	-26	0.68	Yes	37	65.05	No	BPP: Yes, SVM: No, Branch: No, LB: Yes, RNABPS: No
chr14	68929100	+	NM_133509	RAD51B	0				3.75	71.15	21	7.17	Yes	20	0.46	No	0	0	No	-26	0.45	No	38	82.19	Yes	BPP: Yes, SVM: No, Branch: No, LB: No, RNABPS: Yes
chr17	59825758	-	NM_032043	BRIP1	0				3.33	69	22	4.48	No	69	0.89	Yes	0	0	No	-29	0.69	Yes	48	88.75	Yes	BPP: No, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr4	84407997	-	NM_139076	FAM175A	0				2.68	76.95	31	5.92	Yes	-2	0.23	No	0	0	No	-30	0.83	Yes	60	29.28	No	BPP: Yes, SVM: No, Branch: No, LB: Yes, RNABPS: No
chr17	41223447	-	NM_007294	BRCA1	0				1.56	63.23	22	6.74	Yes	70	0.73	No	0	0	No	-21	0.56	No	45	64.16	No	BPP: Yes, SVM: No, Branch: No, LB: No, RNABPS: No
chr14	68398239	+	NM_133509	RAD51B	0				2.3	84.41	22	5.1	No	58	0.48	No	0	0	No	-21	0.93	Yes	28	59.1	No	BPP: No, SVM: No, Branch: No, LB: Yes, RNABPS: No
chr22	29123931	-	NM_001005735	CHEK2	0				8.07	79.37	16	5.03	No	3	1.06	Yes	0	0	No	-20	0.79	Yes	42	72.98	Yes	BPP: No, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr2	190734294	+	NM_000534	PMS1	0				0.81	67.3	40	4.77	No	4	0.1	No	0	0	No	-40	0.52	No	54	71.93	Yes	BPP: No, SVM: No, Branch: No, LB: No, RNABPS: Yes
chr14	68943415	+	NM_133509	RAD51B	0				1.71	74.63	48	6.93	Yes	42	0.08	No	0	0	No	-32	0.43	No	51	32.41	No	BPP: Yes, SVM: No, Branch: No, LB: No, RNABPS: No
chr17	41254051	-	NM_007294	BRCA1	0				3.24	67.17	17	5.08	No	55	0.21	No	0	0	No	-22	0.69	Yes	36	92.47	Yes	BPP: No, SVM: No, Branch: No, LB: Yes, RNABPS: Yes
chr17	59781331	-	NM_032043	BRIP1	0				1.28	61.33	22	4.69	No	64	-5.2	No	0	0	No	-25	0.37	No	52	27.72	No	BPP: No, SVM: No, Branch: No, LB: No, RNABPS: No
chr8	90949155	-	NM_002485	NBN	0				9.6	81.72	84	7.44	Yes	73	1.21	Yes	0	0	No	-35	0.32	No	44	85.35	Yes	BPP: Yes, SVM: Yes, Branch: No, LB: No, RNABPS: Yes
chr14	68324582	+	NM_133509	RAD51B	0				1.86	0	26	5.79	Yes	58	-3.56	No	25	0.62	Yes	-25	0.6	No	29	42.82	No	BPP: Yes, SVM: No, Branch: , LB: No, RNABPS: No
chr14	68490932	+	NM_133509	RAD51B	0				5.97	86.48	28	5.58	Yes	9	0.97	Yes	0	0	No	-21	0.58	No	49	64.58	No	BPP: Yes, SVM: Yes, Branch: No, LB: No, RNABPS: No
chr2	190666786	+	NM_000534	PMS1	0				9.29	89.88	21	6.06	Yes	45	1.28	Yes	0	0	No	-30	0.42	No	44	88.77	Yes	BPP: Yes, SVM: Yes, Branch: No, LB: No, RNABPS: Yes
chr14	69001791	+	NM_133509	RAD51B	0				1.33	59.99	13	5.48	No	75	-6.33	No	0	0	No	-24	0.53	No	46	40.99	No	BPP: No, SVM: No, Branch: No, LB: No, RNABPS: No
chr14	68870087	+	NM_133509	RAD51B	0				6.4	92.89	34	7.04	Yes	3	1.46	Yes	0	0	No	-27	0.5	No	48	56.56	No	BPP: Yes, SVM: Yes, Branch: No, LB: No, RNABPS: No
chr11	108157300	+	NM_000051	ATM	0				4.08	77.98	21	5.09	No	-1	0.28	No	0	0	No	-20	0.84	Yes	49	79.37	Yes	BPP: No, SVM: No, Branch: No, LB: Yes, RNABPS: Yes
chr14	69129130	+	NM_133509	RAD51B	0				1.26	78.43	49	6.46	Yes	3	1.36	Yes	0	0	No	-41	0.51	No	44	84.7	Yes	BPP: Yes, SVM: Yes, Branch: No, LB: No, RNABPS: Yes
chr14	68343398	+	NM_133509	RAD51B	0				1.41	78.46	24	5.47	No	15	1.99	Yes	0	0	No	-23	0.7	Yes	43	92.79	Yes	BPP: No, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr14	68799873	+	NM_133509	RAD51B	0				5.16	78.37	41	7.61	Yes	58	1.9	Yes	0	0	No	-40	0.65	No	44	89	Yes	BPP: Yes, SVM: Yes, Branch: No, LB: No, RNABPS: Yes
chr17	56769254	+	NM_058216	RAD51C	0				6.49	86.81	25	6.24	Yes	66	0.72	No	0	0	No	-24	0.91	Yes	49	83.27	Yes	BPP: Yes, SVM: No, Branch: No, LB: Yes, RNABPS: Yes
chr7	6012108	-	NM_000535	PMS2	0				0.72	64.42	17	6.92	Yes	17	0.59	No	0	0	No	-27	0.55	No	33	71.23	Yes	BPP: Yes, SVM: No, Branch: No, LB: No, RNABPS: Yes
chr2	215602501	-	NM_000465	BARD1	0				3.89	82.12	33	7.17	Yes	51	1.23	Yes	0	0	No	-32	0.65	No	48	88.67	Yes	BPP: Yes, SVM: Yes, Branch: No, LB: No, RNABPS: Yes
chr14	68777545	+	NM_133509	RAD51B	0				0.81	0	28	6.55	Yes	70	-4.64	No	0	0	No	-27	0.8	Yes	41	42.64	No	BPP: Yes, SVM: No, Branch: No, LB: Yes, RNABPS: No
chr8	90979176	-	NM_002485	NBN	0				6.52	77.9	47	5.47	No	6	1.79	Yes	0	0	No	-31	0.36	No	52	77.86	Yes	BPP: No, SVM: Yes, Branch: No, LB: No, RNABPS: Yes
chr14	68385136	+	NM_133509	RAD51B	0				2.24	80.12	11	5.74	Yes	7	1.16	Yes	0	0	No	-26	0.66	No	51	75.98	Yes	BPP: Yes, SVM: Yes, Branch: No, LB: No, RNABPS: Yes
chr5	131922394	+	NM_005732	RAD50	0				3.04	68.18	25	5.48	No	2	0.19	No	0	0	No	-24	0.72	Yes	44	73.78	Yes	BPP: No, SVM: No, Branch: No, LB: Yes, RNABPS: Yes
chr19	1222134	+	NM_000455	STK11	0				0.25	0	27	4.39	No	51	-3.57	No	0	0	No	-30	0.39	No	53	12.16	No	BPP: No, SVM: No, Branch: No, LB: No, RNABPS: No
chr14	68599681	+	NM_133509	RAD51B	0				1.84	0	27	5.43	No	27	-1.38	No	0	0	No	-26	0.85	Yes	51	37.69	No	BPP: No, SVM: No, Branch: No, LB: Yes, RNABPS: No
chr9	21994425	-	NM_000077	CDKN2A	0				2.44	70.47	22	6.63	Yes	71	-5.24	No	18	0.09	Yes	-22	0.81	Yes	53	26.98	No	BPP: Yes, SVM: No, Branch: , LB: Yes, RNABPS: No
chr2	47704112	+	NM_000251	MSH2	0				0.58	63.67	25	3.76	No	54	1.08	Yes	0	0	No	-29	0.51	No	41	49.98	No	BPP: No, SVM: Yes, Branch: No, LB: No, RNABPS: No
chr7	6025133	-	NM_000535	PMS2	0				9.71	81.61	18	5.38	No	9	0.52	No	0	0	No	-23	0.91	Yes	49	86.93	Yes	BPP: No, SVM: No, Branch: No, LB: Yes, RNABPS: Yes
chr11	108115834	+	NM_000051	ATM	0				1.38	0	32	6.42	Yes	52	0.26	No	0	0	No	-27	0.43	No	47	75.11	Yes	BPP: Yes, SVM: No, Branch: No, LB: No, RNABPS: Yes
chr16	68810996	+	NM_004360	CDH1	0				1.59	68.32	39	7.09	Yes	74	0.48	No	0	0	No	-28	0.56	No	45	81.31	Yes	BPP: Yes, SVM: No, Branch: No, LB: No, RNABPS: Yes
chr17	7568880	-	NM_000546	TP53	0				3.28	75.55	75	8.65	Yes	69	1.2	Yes	0	0	No	-35	0.43	No	45	53.38	No	BPP: Yes, SVM: Yes, Branch: No, LB: No, RNABPS: No
chr13	32944420	+	NM_000059	BRCA2	0				3.87	74.28	19	5	No	3	0.64	No	0	0	No	-56	0.48	No	43	81.46	Yes	BPP: No, SVM: No, Branch: No, LB: No, RNABPS: Yes
chr14	68899116	+	NM_133509	RAD51B	0				1.75	0	21	7.9	Yes	1	1.09	Yes	0	0	No	-20	0.46	No	26	58.76	No	BPP: Yes, SVM: Yes, Branch: No, LB: No, RNABPS: No
chr14	69011633	+	NM_133509	RAD51B	0				2.36	62.45	26	5.37	No	58	0.93	Yes	0	0	No	-25	0.73	Yes	45	52.52	No	BPP: No, SVM: Yes, Branch: No, LB: Yes, RNABPS: No
chr17	41198665	-	NM_007294	BRCA1	0				2.24	0	29	5.79	Yes	39	1.11	Yes	0	0	No	-35	0.3	No	45	44.38	No	BPP: Yes, SVM: Yes, Branch: No, LB: No, RNABPS: No
chr16	68826317	+	NM_004360	CDH1	0				3.66	80.12	28	5.83	Yes	7	1.16	Yes	0	0	No	-27	0.76	Yes	51	89.45	Yes	BPP: Yes, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr14	68622027	+	NM_133509	RAD51B	0				4.42	84.22	14	5.39	No	8	1.13	Yes	0	0	No	-25	0.88	Yes	50	88.92	Yes	BPP: No, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr14	68660307	+	NM_133509	RAD51B	0				0.52	72.74	30	5.07	No	13	0.08	No	0	0	No	-29	0.6	No	45	37.9	No	BPP: No, SVM: No, Branch: No, LB: No, RNABPS: No
chr2	47702658	+	NM_000251	MSH2	0				4.93	77.63	23	4.9	No	14	0.33	No	0	0	No	-22	0.95	Yes	44	97.79	Yes	BPP: No, SVM: No, Branch: No, LB: Yes, RNABPS: Yes
chr3	52445925	-	NM_004656	BAP1	0				7.26	87.48	19	4.9	No	16	2.43	Yes	0	0	No	-18	0.57	No	42	92.76	Yes	BPP: No, SVM: Yes, Branch: No, LB: No, RNABPS: Yes
chr2	47666981	+	NM_000251	MSH2	0				2.19	80.65	35	6.41	Yes	25	0.49	No	0	0	No	-27	0.66	No	50	58.11	No	BPP: Yes, SVM: No, Branch: No, LB: No, RNABPS: No
chr14	68613422	+	NM_133509	RAD51B	0				1.84	81.8	14	5.17	No	-4	0.13	No	0	0	No	-21	0.79	Yes	48	87.06	Yes	BPP: No, SVM: No, Branch: No, LB: Yes, RNABPS: Yes
chr16	68864041	+	NM_004360	CDH1	0				4.54	80.12	30	4.17	No	6	0.99	Yes	0	0	No	-59	0.37	No	47	78.23	Yes	BPP: No, SVM: Yes, Branch: No, LB: No, RNABPS: Yes
chr14	68765327	+	NM_133509	RAD51B	0				7.99	84.39	48	6.97	Yes	56	1.51	Yes	0	0	No	-33	0.82	Yes	40	77.67	Yes	BPP: Yes, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr14	68313922	+	NM_133509	RAD51B	0				1.99	0	26	5.62	Yes	34	1.02	Yes	0	0	No	-25	0.9	Yes	14	45.89	No	BPP: Yes, SVM: Yes, Branch: No, LB: Yes, RNABPS: No
chr2	47714568	+	NM_000251	MSH2	0				1.83	76.13	21	7.07	Yes	46	-4.26	No	0	0	No	-20	0.85	Yes	47	93.98	Yes	BPP: Yes, SVM: No, Branch: No, LB: Yes, RNABPS: Yes
chr11	108211609	+	NM_000051	ATM	0				2.79	65.07	125	8.98	Yes	71	0.84	Yes	0	0	No	-39	0.71	Yes	44	84.31	Yes	BPP: Yes, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr14	68892616	+	NM_133509	RAD51B	0				1.31	70.91	31	7.88	Yes	61	-5.34	No	0	0	No	-30	0.57	No	52	81.33	Yes	BPP: Yes, SVM: No, Branch: No, LB: No, RNABPS: Yes
chr13	32896062	+	NM_000059	BRCA2	0				6.2	81.2	27	5.47	No	4	1.41	Yes	0	0	No	-26	0.66	Yes	42	83.85	Yes	BPP: No, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr11	94217843	-	NM_005591	MRE11	0				2.74	79.32	22	7.21	Yes	16	0.06	No	0	0	No	-21	0.86	Yes	54	50.69	No	BPP: Yes, SVM: No, Branch: No, LB: Yes, RNABPS: No
chr14	68307133	+	NM_133509	RAD51B	0				6.62	75.77	22	4.9	No	-2	0.03	No	0	0	No	-21	0.82	Yes	33	68.8	No	BPP: No, SVM: No, Branch: No, LB: Yes, RNABPS: No
chr22	29108452	-	NM_001005735	CHEK2	0				6.73	77.81	31	5.64	Yes	68	0.88	Yes	0	0	No	-30	0.6	No	42	73.89	Yes	BPP: Yes, SVM: Yes, Branch: No, LB: No, RNABPS: Yes
chr14	68318164	+	NM_133509	RAD51B	0				4.58	70.87	34	6.08	Yes	76	-5.73	No	0	0	No	-33	0.89	Yes	52	39.91	No	BPP: Yes, SVM: No, Branch: No, LB: Yes, RNABPS: No
chr2	190734808	+	NM_000534	PMS1	0				2.09	74.63	34	7.34	Yes	71	1.43	Yes	0	0	No	-24	0.54	No	39	63.38	No	BPP: Yes, SVM: Yes, Branch: No, LB: No, RNABPS: No
chr16	68815848	+	NM_004360	CDH1	0				0.98	70.95	16	4.69	No	41	1.22	Yes	0	0	No	-59	0.51	No	30	38.07	No	BPP: No, SVM: Yes, Branch: No, LB: No, RNABPS: No
chr14	68576260	+	NM_133509	RAD51B	0				3.89	82.03	20	4.35	No	76	0.22	No	0	0	No	-19	0.81	Yes	36	34.18	No	BPP: No, SVM: No, Branch: No, LB: Yes, RNABPS: No
chr14	68858194	+	NM_133509	RAD51B	0				1.2	0	19	5	No	24	0.63	No	0	0	No	-18	0.8	Yes	46	65.26	No	BPP: No, SVM: No, Branch: No, LB: Yes, RNABPS: No
chr10	89645063	+	NM_000314	PTEN	0				5.93	81.56	21	6.18	Yes	34	0.15	No	0	0	No	-20	0.89	Yes	46	65.08	No	BPP: Yes, SVM: No, Branch: No, LB: Yes, RNABPS: No
chr14	68452507	+	NM_133509	RAD51B	0				6.33	72.08	17	4.47	No	23	-1.75	No	0	0	No	-16	0.54	No	42	59.22	No	BPP: No, SVM: No, Branch: No, LB: No, RNABPS: No
chr14	68462999	+	NM_133509	RAD51B	0				6.66	83.35	11	4.48	No	11	0.85	Yes	0	0	No	-10	0.23	No	47	89.36	Yes	BPP: No, SVM: Yes, Branch: No, LB: No, RNABPS: Yes
chr16	68830369	+	NM_004360	CDH1	0				0.43	0	26	5.1	No	33	0.31	No	0	0	No	-35	0.64	No	25	67.45	No	BPP: No, SVM: No, Branch: No, LB: No, RNABPS: No
chr8	90948652	-	NM_002485	NBN	0				6	0	28	5.23	No	2	0.3	No	0	0	No	-31	0.47	No	49	67.33	No	BPP: No, SVM: No, Branch: No, LB: No, RNABPS: No
chr11	94174727	-	NM_005591	MRE11	0				4.21	62.08	18	5.26	No	65	0.51	No	0	0	No	-21	0.51	No	40	66.43	No	BPP: No, SVM: No, Branch: No, LB: No, RNABPS: No
chr10	89655441	+	NM_000314	PTEN	0				0.2	70.36	24	3.61	No	0	0.11	No	0	0	No	-23	0.46	No	43	76.78	Yes	BPP: No, SVM: No, Branch: No, LB: No, RNABPS: Yes
chr17	59903070	-	NM_032043	BRIP1	0				5.95	0	14	6	Yes	24	1.16	Yes	0	0	No	-29	0.83	Yes	42	76.22	Yes	BPP: Yes, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr14	69056442	+	NM_133509	RAD51B	0				3.05	85.46	16	5.65	Yes	76	0.86	Yes	0	0	No	-25	0.6	No	50	87.2	Yes	BPP: Yes, SVM: Yes, Branch: No, LB: No, RNABPS: Yes
chr7	152347033	-	NM_005431	XRCC2	0				3.53	68.91	29	5.68	Yes	NA	NA	NA	0	0	No	-32	0.36	No	38	56.13	No	BPP: Yes, SVM: No, Branch: No, LB: No, RNABPS: No
chr14	68873115	+	NM_133509	RAD51B	0				4.52	70.38	21	5	No	15	-1.43	No	0	0	No	-20	0.9	Yes	43	80	Yes	BPP: No, SVM: No, Branch: No, LB: Yes, RNABPS: Yes
chr7	152370130	-	NM_005431	XRCC2	0				2.85	72.7	11	4.12	No	52	-3.3	No	0	0	No	-24	0.8	Yes	37	52.31	No	BPP: No, SVM: No, Branch: No, LB: Yes, RNABPS: No
chr3	37057070	+	NM_000249	MLH1	0				0.38	56.52	18	7	Yes	51	1.38	Yes	0	0	No	-17	0.42	No	50	49.13	No	BPP: Yes, SVM: Yes, Branch: No, LB: No, RNABPS: No
chr7	105195150	+	NM_021930	RINT1	0				1.47	66.56	32	5.95	Yes	23	1.54	Yes	0	0	No	-37	0.33	No	40	77.49	Yes	BPP: Yes, SVM: Yes, Branch: No, LB: No, RNABPS: Yes
chr10	89701490	+	NM_000314	PTEN	0				0.4	69.76	30	5.54	No	31	-2.74	No	0	0	No	-27	0.62	No	60	32.85	No	BPP: No, SVM: No, Branch: No, LB: No, RNABPS: No
chr17	56785132	+	NM_058216	RAD51C	0				1.18	69.08	45	6.49	Yes	55	0.7	No	0	0	No	-36	0.45	No	47	32.68	No	BPP: Yes, SVM: No, Branch: No, LB: No, RNABPS: No
chr14	68499545	+	NM_133509	RAD51B	0				11.01	88.89	17	6.08	Yes	52	1.3	Yes	0	0	No	-16	0.72	Yes	42	89.48	Yes	BPP: Yes, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr16	68823488	+	NM_004360	CDH1	0				1.64	67.85	19	3.92	No	58	1.29	Yes	0	0	No	-33	0.71	Yes	45	77.46	Yes	BPP: No, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr14	69119287	+	NM_133509	RAD51B	0				4.42	85.91	26	7.42	Yes	3	1.16	Yes	0	0	No	-45	0.44	No	51	53.59	No	BPP: Yes, SVM: Yes, Branch: No, LB: No, RNABPS: No
chr14	68787948	+	NM_133509	RAD51B	0				6.43	79.24	12	5.74	Yes	2	0.72	No	0	0	No	-26	0.33	No	48	73.59	Yes	BPP: Yes, SVM: No, Branch: No, LB: No, RNABPS: Yes
chr14	75484603	-	NM_001040108	MLH3	0				2.82	70.85	9	5.1	No	13	0.58	No	0	0	No	-22	0.68	Yes	40	58.68	No	BPP: No, SVM: No, Branch: No, LB: Yes, RNABPS: No
chr16	68856367	+	NM_004360	CDH1	0				3.59	81.34	21	5.2	No	15	0.23	No	0	0	No	-57	0.48	No	53	38.79	No	BPP: No, SVM: No, Branch: No, LB: No, RNABPS: No
chr14	69008400	+	NM_133509	RAD51B	0				0.03	71.75	42	6.9	Yes	73	0.94	Yes	0	0	No	-41	0.46	No	35	89.9	Yes	BPP: Yes, SVM: Yes, Branch: No, LB: No, RNABPS: Yes
chr5	131957249	+	NM_005732	RAD50	0				2.77	74.55	20	4.68	No	62	0.71	No	0	0	No	-19	0.53	No	37	77.45	Yes	BPP: No, SVM: No, Branch: No, LB: No, RNABPS: Yes
chr22	29115789	-	NM_001005735	CHEK2	0				2.32	70.54	95	8.86	Yes	45	1.41	Yes	0	0	No	-39	0.69	Yes	45	45.19	No	BPP: Yes, SVM: Yes, Branch: No, LB: Yes, RNABPS: No
chr14	69091034	+	NM_133509	RAD51B	0				2.23	81.45	27	7.01	Yes	0	1.08	Yes	0	0	No	-26	0.95	Yes	42	45.66	No	BPP: Yes, SVM: Yes, Branch: No, LB: Yes, RNABPS: No
chr17	7576012	-	NM_000546	TP53	0				5.22	81.97	26	5.28	No	3	2.22	Yes	0	0	No	-49	0.51	No	41	74.5	Yes	BPP: No, SVM: Yes, Branch: No, LB: No, RNABPS: Yes
chr14	75494811	-	NM_001040108	MLH3	0				8.21	85.32	32	5.74	Yes	28	0.35	No	0	0	No	-31	0.63	No	50	88.26	Yes	BPP: Yes, SVM: No, Branch: No, LB: No, RNABPS: Yes
chr14	68779354	+	NM_133509	RAD51B	0				5.82	80.46	21	5.66	Yes	4	0.67	No	0	0	No	-20	0.71	Yes	44	76.42	Yes	BPP: Yes, SVM: No, Branch: No, LB: Yes, RNABPS: Yes
chr14	68694999	+	NM_133509	RAD51B	0				3.37	71.15	21	4.78	No	7	0.61	No	0	0	No	-21	0.57	No	42	61.69	No	BPP: No, SVM: No, Branch: No, LB: No, RNABPS: No
chr10	89640335	+	NM_000314	PTEN	0				2.36	77.55	18	5.39	No	37	-1.58	No	0	0	No	-22	0.64	No	41	59.42	No	BPP: No, SVM: No, Branch: No, LB: No, RNABPS: No
chr7	105205036	+	NM_021930	RINT1	0				5.38	77.5	22	5.14	No	23	0.85	Yes	0	0	No	-24	0.82	Yes	35	54.3	No	BPP: No, SVM: Yes, Branch: No, LB: Yes, RNABPS: No
chr14	68793757	+	NM_133509	RAD51B	0				3.94	76.24	45	8.43	Yes	-2	0.23	No	0	0	No	-44	0.96	Yes	60	28.42	No	BPP: Yes, SVM: No, Branch: No, LB: Yes, RNABPS: No
chr14	69096228	+	NM_133509	RAD51B	0				4.18	78.96	11	3.84	No	6	1.22	Yes	0	0	No	-28	0.81	Yes	51	57.9	No	BPP: No, SVM: Yes, Branch: No, LB: Yes, RNABPS: No
chr2	190713708	+	NM_000534	PMS1	0				3.89	73.25	30	5.57	Yes	21	2.01	Yes	0	0	No	-29	0.9	Yes	37	82.4	Yes	BPP: Yes, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr14	68851859	+	NM_133509	RAD51B	0				0.61	0	26	4.25	No	21	1.19	Yes	0	0	No	-53	0.35	No	28	73.88	Yes	BPP: No, SVM: Yes, Branch: No, LB: No, RNABPS: Yes
chr9	21966886	-	NM_000077	CDKN2A	0				2.45	74.95	33	6	Yes	17	1.6	Yes	0	0	No	-32	0.74	Yes	41	81.92	Yes	BPP: Yes, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr3	37080130	+	NM_000249	MLH1	0				2.45	71.69	22	5.83	Yes	9	1.43	Yes	0	0	No	-21	0.7	Yes	49	82.63	Yes	BPP: Yes, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr13	32917585	+	NM_000059	BRCA2	0				0.28	65.37	27	7.7	Yes	76	0.05	No	0	0	No	-35	0.37	No	60	40.93	No	BPP: Yes, SVM: No, Branch: No, LB: No, RNABPS: No
chr14	68495622	+	NM_133509	RAD51B	0				6.11	81.04	21	5.66	Yes	67	-3.92	No	0	0	No	-20	0.51	No	36	67.58	No	BPP: Yes, SVM: No, Branch: No, LB: No, RNABPS: No
chr14	68819351	+	NM_133509	RAD51B	0				2.16	66.8	42	5.96	Yes	71	0.91	Yes	0	0	No	-42	0.65	No	37	51.98	No	BPP: Yes, SVM: Yes, Branch: No, LB: No, RNABPS: No
chr14	69024458	+	NM_133509	RAD51B	0				0.49	75.93	18	4.12	No	2	-2.22	No	0	0	No	-18	0.46	No	39	61.41	No	BPP: No, SVM: No, Branch: No, LB: No, RNABPS: No
chr8	90968308	-	NM_002485	NBN	0				3.37	66.17	15	4.58	No	69	0.73	No	0	0	No	-44	0.85	Yes	45	53.54	No	BPP: No, SVM: No, Branch: No, LB: Yes, RNABPS: No
chr19	1212162	+	NM_000455	STK11	0				9.06	90.81	28	5.83	Yes	NA	NA	NA	0	0	No	-27	0.91	Yes	50	70.15	Yes	BPP: Yes, SVM: No, Branch: No, LB: Yes, RNABPS: Yes
chr17	59928396	-	NM_032043	BRIP1	0				2.13	75.2	34	5.9	Yes	33	1.02	Yes	0	0	No	-33	0.81	Yes	20	59.99	No	BPP: Yes, SVM: Yes, Branch: No, LB: Yes, RNABPS: No
chr11	94168905	-	NM_005591	MRE11	0				2.48	63.8	42	6.05	Yes	69	0.61	No	0	0	No	-41	0.72	Yes	46	77.37	Yes	BPP: Yes, SVM: No, Branch: No, LB: Yes, RNABPS: Yes
